primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
4869462,4G,Smartphone,MALE,Colombo,20-30,4,514.32,40981.0,697.8488531112671,2626.4882049560547,1366.0517278671264,30.0,487.2170177602717,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG2
9364586,4G,Smartphone,MALE,Gampaha,40-50,10,595.43,9.0,0.0,1.700678825378418,0.3801337051391601,25.0,0.508251040475143,0.0,0.0,0.0,0.0,,0.0,9.0,2.2,0.0,9.0,1.0777777777777775,0.60441542639383,0.0,0.0,,,PKG1
9406453,4G,Smartphone,MALE,Matara,40-50,282,507.07,1102.0,0.0,276.0952157974243,61.226702001359726,18.0,77.52809404088453,0.0,0.0,0.0,0.0,,0.0,27.0,7.366666666666666,0.0,8.0,3.3854166666666665,1.905366907543717,0.0,0.0,250.0,1.0,PKG1
8243425,4G,Smartphone,MALE,Batticaloa,40-50,115,540.41,1140.0,1.3365068435668943,209.0808048248291,38.0302921295166,30.0,49.089526912508745,0.0,0.0,0.0,0.0,,0.0,30.0,18.08333333333333,0.0,8.0,3.75625,3.3788369703243526,0.0,0.0,250.0,2.0,PKG1
2593319,4G,Smartphone,MALE,Colombo,60-70,213,2349.12,2358.0,0.0,484.4739370346069,90.69552208827092,26.0,111.36250823799692,7.0,7.316666666666666,0.0,1.0,7.316666666666666,1.335834459693155,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
9791350,4G,Smartphone,FEMALE,Colombo,40-50,131,2407.35,6873.0,0.1100997924804687,1800.53901386261,229.10496355692544,30.0,516.0031751290514,0.0,0.0,0.0,0.0,,0.0,8.0,4.183333333333334,0.0,6.0,1.4972222222222222,0.9742516858501526,0.0,0.0,250.0,2.0,PKG1
8346471,4G,Smartphone,FEMALE,Colombo,50-60,16,1853.82,19277.0,0.0,4285.657390594482,713.9796035201462,27.0,1010.7467183645168,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,700.0,2.0,PKG5
6816148,2G,Basic,MALE,Ratnapura,20-30,6,1756.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,4.483333333333333,0.0,4.0,2.716666666666667,1.6816846528421845,0.0,0.0,360.0,2.0,PKG3
9555550,4G,Smartphone,MALE,Kegalle,50-60,44,3340.07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,23.466666666666665,0.0,4.0,10.833333333333334,5.029524579600656,0.0,1.0,220.0,2.0,PKG6
3635857,4G,Tablet,MALE,Kurunegala,60-70,159,3172.39,42534.0,17.843769073486328,4008.829504966736,1417.8137626330058,30.0,1182.225327778824,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,450.0,2.0,PKG6
9199912,4G,Smartphone,FEMALE,Ratnapura,40-50,14,1628.52,33426.0,393.520827293396,1691.4232158660889,1114.2199770291647,30.0,318.2482176555955,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,520.0,4.0,PKG1
9257968,4G,Smartphone,MALE,Gampaha,20-30,89,1474.5,2935.0,2.3173599243164062,490.8435935974121,97.8501223564148,30.0,123.91168496019866,0.0,0.0,0.0,0.0,,0.0,75.0,17.6,0.0,18.0,4.169444444444444,4.307903611375749,0.0,1.0,750.0,4.0,PKG1
6770313,4G,Smartphone,MALE,Kalutara,50-60,4,626.96,37796.0,392.8537292480469,2271.0923624038696,1259.8722826957703,30.0,457.4609374588,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,270.0,2.0,PKG1
1930011,4G,Smartphone,FEMALE,Galle,30-40,60,1906.35,117.0,0.0,26.30352210998535,13.10424264272054,9.0,7.11556941068785,0.0,0.0,0.0,0.0,,0.0,47.0,12.05,0.0,20.0,2.373333333333333,2.567867808710964,0.0,0.0,350.0,3.0,PKG3
6713788,4G,Smartphone,FEMALE,Colombo,>70,20,1584.3,8897.0,0.0,1090.755952835083,342.2164038878221,26.0,371.6922435907223,0.0,0.0,0.0,0.0,,0.0,5.0,3.25,0.0,4.0,1.3791666666666669,0.6301262315507727,0.0,0.0,,,PKG3
6989769,4G,Smartphone,MALE,Gampaha,30-40,101,1715.88,1106.0,4.784976959228516,179.1919240951538,36.87276821136474,30.0,41.63254395763008,0.0,0.0,0.0,0.0,,0.0,259.0,77.96666666666667,0.0,27.0,9.606172839506172,14.139111764233334,0.0,1.0,,,PKG3
3047111,4G,Smartphone,FEMALE,Kandy,30-40,176,975.22,3207.0,0.0,560.6951818466187,160.35565466880797,20.0,170.1939216324051,0.0,0.0,0.0,0.0,,0.0,43.0,14.683333333333334,0.0,9.0,4.885185185185185,3.4633686050589967,0.0,0.0,560.0,3.0,PKG1
5281695,4G,Smartphone,MALE,Kurunegala,40-50,21,1109.06,1954.0,0.0004463195800781,247.46091270446777,65.1559508005778,30.0,44.5153833348604,0.0,0.0,0.0,0.0,,0.0,161.0,16.516666666666666,0.0,26.0,6.201923076923077,4.697628712152694,0.0,1.0,,,PKG1
1790889,4G,Smartphone,MALE,Colombo,40-50,43,3213.25,17653.0,228.6860609054565,1410.1432008743286,588.4369372049968,30.0,240.98810452663625,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,900.0,4.0,PKG5
1835560,4G,Smartphone,MALE,Colombo,30-40,165,1704.6,1018.0,0.0,266.61759757995605,44.28021269259246,23.0,66.25183674358796,0.0,0.0,0.0,0.0,,0.0,32.0,30.566666666666663,0.0,3.0,10.988888888888887,5.580058111820155,0.0,0.0,,,PKG3
7112259,4G,Smartphone,MALE,Colombo,30-40,149,1732.01,17120.0,256.23105239868164,2217.1775484085083,570.6852169672649,30.0,366.4149363081599,0.0,0.0,0.0,0.0,,0.0,63.0,21.266666666666666,0.0,15.0,4.232222222222222,4.277118760502585,0.0,0.0,5650.0,18.0,PKG1
5271541,4G,Smartphone,MALE,Kalutara,50-60,102,4309.46,245.0,0.579559326171875,131.0962152481079,8.196524937947592,30.0,23.61653429664709,0.0,0.0333333333333333,0.0,1.0,0.0333333333333333,0.0060858061945018,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,PKG8
8790316,4G,Smartphone,MALE,Kilinochchi,20-30,12,1273.5,7811.0,0.0,2664.2210578918457,371.9696049463181,21.0,562.0374043620591,0.0,0.0,0.0,0.0,,0.0,0.0,0.4166666666666667,0.0,1.0,0.4166666666666667,0.076072577431273,0.0,0.0,320.0,2.0,PKG3
8408102,4G,Smartphone,MALE,Colombo,50-60,12,3002.07,21369.0,95.37065029144289,3159.144066810608,712.3264583587646,30.0,502.4434430921588,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,200.0,1.0,PKG7
9728059,4G,Smartphone,MALE,Colombo,30-40,65,3817.03,8631.0,93.75971794128418,728.7134981155396,287.7139922142029,30.0,184.9101633103289,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG8
4464408,2G,Feature phone,MALE,Puttalam,30-40,11,1172.05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG3
7852711,4G,Smartphone,MALE,Colombo,50-60,32,2459.17,2.0,0.0,1.0919313430786133,0.1689601785996381,17.0,0.2493856245945945,0.0,0.0,0.0,0.0,,0.0,1.0,1.4,0.0,1.0,1.4,0.2556038601690775,0.0,0.0,,,PKG1
9938984,4G,Smartphone,FEMALE,Colombo,40-50,22,882.36,3290.0,0.2668876647949219,831.567982673645,109.68667790095012,30.0,212.26268580969105,0.0,0.0,0.0,0.0,,0.0,12.0,3.5166666666666666,0.0,8.0,1.5854166666666667,0.8805419279315814,0.0,0.0,360.0,2.0,PKG1
4946087,4G,Smartphone,MALE,Colombo,30-40,103,630.49,0.0,0.0,0.0027885437011718,0.0011302403041294,14.0,0.0007729614853275,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG2
9564639,4G,Smartphone,MALE,Colombo,30-40,177,1976.28,7.0,0.0,6.95475959777832,3.843783855438232,2.0,1.2721924086819991,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
6738865,4G,Smartphone,MALE,Matara,30-40,112,3578.68,2229.0,2.699962615966797,324.930214881897,74.33107023239135,30.0,103.69979453245016,1.0,1.2666666666666666,0.0,1.0,1.2666666666666666,0.2312606353910701,93.0,38.15,0.0,17.0,5.484313725490196,7.244937105689015,0.0,0.0,500.0,3.0,PKG4
3372176,4G,Smartphone,MALE,Gampaha,40-50,3,1452.56,130.0,0.1314401626586914,109.10029697418211,6.205493291219075,21.0,23.618880186735367,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG4
6689029,4G,Smartphone,MALE,Colombo,40-50,15,556.65,862.0,0.0,272.05127811431885,37.499109807221785,23.0,60.030593797540114,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,350.0,1.0,PKG1
9885554,4G,Smartphone,MALE,Badulla,40-50,242,2632.01,770.0,0.0,222.8308982849121,32.09868780771891,24.0,46.84800284994244,0.0,0.0,0.0,0.0,,0.0,375.0,27.916666666666668,0.0,28.0,13.401785714285714,7.159340682201917,0.0,0.0,,,PKG1
3602842,4G,Smartphone,MALE,Kegalle,20-30,142,2753.09,5020.0,0.0,456.8898763656616,173.13638572035163,29.0,120.57829175730308,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,310.0,2.0,PKG5
1905414,4G,Smartphone,MALE,Gampaha,30-40,13,1230.56,5549.0,0.0,973.6189937591552,231.22398587067923,24.0,261.0616905915964,0.0,0.0,0.0,0.0,,0.0,33.0,31.216666666666665,0.0,4.0,8.4625,5.690041630321282,0.0,0.0,,,PKG3
4569127,4G,Smartphone,FEMALE,Colombo,30-40,92,1545.52,30447.0,117.72407341003418,5910.989589691162,1014.9306384722393,30.0,1120.412876276609,0.0,0.0,0.0,0.0,,0.0,10.0,2.55,0.0,7.0,1.488095238095238,0.8185830591800081,0.0,0.0,250.0,1.0,PKG2
7452801,4G,Smartphone,MALE,Jaffna,40-50,181,1620.52,241.0,0.0,228.69321060180664,80.66536744435628,3.0,41.73358733493591,131.0,35.9,0.0,6.0,21.92222222222222,9.62782916904436,14.0,3.2333333333333334,0.0,10.0,1.4916666666666667,0.9658942944209225,0.0,0.0,,,PKG1
4937982,4G,Smartphone,MALE,Galle,30-40,152,833.56,1726.0,0.0,460.9689207077026,82.23171461196172,21.0,101.10145340542763,0.0,0.0,0.0,0.0,,0.0,1.0,0.9666666666666668,0.0,3.0,0.6166666666666667,0.2094121493033822,0.0,0.0,,,PKG1
2664271,4G,Smartphone,MALE,Colombo,30-40,32,1921.09,2525.0,0.0,789.3025646209717,252.51515426635743,10.0,196.81778979877205,29.0,11.816666666666666,0.0,5.0,5.84,2.7980595502692154,188.0,72.45,0.0,21.0,8.955555555555556,13.70333665255458,0.0,0.0,,,PKG1
1449896,4G,Smartphone,MALE,Colombo,40-50,174,645.85,8968.0,80.08148670196533,761.0278081893921,298.9369337081909,30.0,134.91326330144932,0.0,0.0,0.0,0.0,,0.0,6.0,1.9166666666666667,0.0,8.0,0.8166666666666667,0.465288056728684,0.0,0.0,110.0,1.0,PKG1
7527226,3G,Smartphone,,Kandy,,10,1330.62,524.0,1.0955829620361328,174.87900161743164,32.79416662454605,16.0,58.25018239815625,0.0,0.0,0.0,0.0,,0.0,7.0,3.7,0.0,4.0,1.7583333333333333,0.9822475172710722,0.0,0.0,,,PKG3
8120314,4G,Smartphone,FEMALE,Gampaha,40-50,16,2632.18,3850.0,0.3565759658813476,313.9075422286988,128.35023590723674,30.0,66.15490306726814,0.0,0.0,0.0,0.0,,0.0,289.0,24.816666666666663,0.7333333333333333,30.0,9.64222222222222,7.421224523992282,0.0,1.0,600.0,3.0,PKG3
9176183,4G,Smartphone,MALE,Colombo,30-40,42,2667.22,17149.0,41.95100212097168,1235.4179620742798,571.6397795995076,30.0,316.7123712563953,0.0,0.0,0.0,0.0,,0.0,7.0,6.733333333333333,0.0,2.0,3.783333333333333,1.233494345915235,0.0,0.0,360.0,3.0,PKG2
9878966,4G,Smartphone,FEMALE,Galle,60-70,77,725.64,3788.0,0.8114013671875,1576.3657941818235,126.28383054733276,30.0,331.7258066759936,0.0,0.0,0.0,0.0,,0.0,13.0,9.416666666666666,0.0,5.0,2.6366666666666667,1.7421937734697397,0.0,1.0,0.0,1.0,PKG1
6838316,4G,Smartphone,MALE,Kalutara,30-40,62,1182.07,33976.0,540.7983312606812,1870.9038667678835,1132.553677368164,30.0,321.1672403788076,0.0,0.0,0.0,0.0,,0.0,14.0,6.816666666666666,0.0,4.0,3.625,1.513451815707204,0.0,0.0,500.0,1.0,PKG1
3611147,4G,Smartphone,FEMALE,Kalutara,40-50,15,1366.18,12954.0,123.81296634674072,1019.1423597335817,446.6973057450919,29.0,214.14478817315663,0.0,0.0,0.0,0.0,,0.0,113.0,25.73333333333333,0.0,8.0,14.235416666666667,7.417636926626969,0.0,0.0,450.0,2.0,PKG1
4207150,4G,Smartphone,,Badulla,,98,2085.84,25092.0,274.68582344055176,1997.0993537902832,836.4207269986471,30.0,353.5452573503096,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
2527296,2G,Feature phone,MALE,Galle,50-60,12,321.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5333333333333333,0.0,1.0,0.5333333333333333,0.1425393290199596,0.0,1.0,,,PKG1
2775257,4G,Smartphone,FEMALE,Colombo,50-60,156,2722.81,13761.0,167.5497703552246,797.807897567749,458.7312192281087,30.0,176.61261554581017,575.0,150.3,0.0,11.0,52.36212121212121,37.11341385788246,281.0,32.43333333333333,0.0,21.0,13.411111111111111,10.25275398320384,0.0,0.0,550.0,2.0,PKG1
1724519,4G,Smartphone,MALE,Colombo,60-70,63,4795.19,78440.0,875.9747018814087,6659.322218894959,2614.678789552053,30.0,1348.8539917748983,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2490.0,6.0,PKG6
1489726,4G,Smartphone,MALE,Colombo,20-30,36,2471.37,18833.0,11.534442901611326,1558.7232513427734,627.7769549687704,30.0,461.6904384683215,1.0,1.1,0.0,1.0,1.1,0.2008316044185609,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG6
2517506,4G,Smartphone,FEMALE,Kegalle,40-50,111,3634.79,8437.0,97.24640655517578,1056.282483100891,281.2623317718506,30.0,191.2664319433559,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,760.0,2.0,PKG7
7105690,4G,Smartphone,MALE,Matara,50-60,177,815.9,18875.0,3.509089469909668,1513.968381881714,629.1939518928527,30.0,562.1122440801098,0.0,0.0,0.0,0.0,,0.0,8.0,3.083333333333333,0.0,8.0,1.0104166666666667,0.6557158548088989,1.0,0.0,90.0,1.0,PKG2
7510921,4G,Smartphone,MALE,Gampaha,20-30,8,1406.55,11847.0,0.0191307067871093,2461.821925163269,423.11578161375866,28.0,571.723194817884,0.0,0.0,0.0,0.0,,0.0,30.0,7.7,0.0,11.0,2.815151515151515,2.141574621097931,0.0,1.0,360.0,2.0,PKG1
2455939,4G,Smartphone,FEMALE,Colombo,40-50,3,3000.02,47950.0,14.072738647460938,2820.513454437256,1598.3519454320272,30.0,753.6007204456913,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG8
6999909,4G,Smartphone,FEMALE,Colombo,40-50,191,1830.96,14807.0,97.61717891693117,3726.919255256653,493.59626658757526,30.0,630.5922596656007,0.0,0.0,0.0,0.0,,0.0,0.0,0.85,0.0,1.0,0.85,0.155188057959797,0.0,0.0,660.0,4.0,PKG3
5896605,4G,Smartphone,MALE,Colombo,30-40,126,532.57,2801.0,0.0,300.1196050643921,133.39066927773612,21.0,87.73083757710945,0.0,0.0,0.0,0.0,,0.0,23.0,11.35,0.0,9.0,2.6351851851851853,2.4778660295116826,0.0,0.0,,,PKG1
1827464,4G,Smartphone,MALE,Batticaloa,30-40,142,1586.96,6833.0,21.11604785919189,934.6533966064452,227.79124263127645,30.0,195.30659709912933,0.0,0.0,0.0,0.0,,0.0,30.0,12.35,0.0,16.0,1.886458333333333,2.3868472742511733,0.0,1.0,310.0,2.0,PKG1
4940697,4G,Smartphone,MALE,Gampaha,50-60,4,1572.81,11072.0,0.8478899002075195,1227.8315105438232,369.088560517629,30.0,348.04352571116425,0.0,0.0,0.0,0.0,,0.0,3.0,3.1666666666666665,0.0,2.0,1.7,0.5782520894274426,0.0,0.0,,,PKG3
8183960,4G,Smartphone,MALE,Gampaha,30-40,156,447.72,292.0,0.0,76.2564468383789,15.377042770385742,19.0,20.09393586711824,0.0,0.0,0.0,0.0,,0.0,14.0,2.8833333333333333,0.0,10.0,1.4333333333333331,0.8271533297441103,0.0,0.0,40.0,1.0,PKG1
4081051,4G,Smartphone,FEMALE,Gampaha,30-40,87,503.12,2953.0,0.0,1101.6114282608032,328.2075498369005,9.0,274.82273008556194,0.0,0.0,0.0,0.0,,0.0,3.0,2.3666666666666667,0.0,2.0,1.675,0.4779296393328742,0.0,0.0,,,PKG1
1606336,4G,Smartphone,FEMALE,Colombo,30-40,186,4246.41,15483.0,68.54341316223145,927.9741859436036,516.1282190958659,30.0,237.2443846336246,0.0,0.0,0.0,0.0,,0.0,361.0,61.9,0.0,26.0,13.89102564102564,15.691894784928031,0.0,0.0,310.0,3.0,PKG4
7118386,4G,Smartphone,MALE,Colombo,30-40,83,1648.81,5095.0,29.371212005615234,747.4407663345337,169.84226764043171,30.0,148.91171270006754,458.0,126.2,0.0,10.0,45.88333333333333,30.523576822153068,327.0,33.18333333333333,0.0,20.0,16.365,12.029781530774402,0.0,0.0,310.0,2.0,PKG1
2892820,4G,Smartphone,MALE,Colombo,30-40,5,2356.2,39775.0,464.1327867507935,11823.500089645386,1325.8563565889997,30.0,2014.443006771286,0.0,0.0,0.0,0.0,,0.0,57.0,10.916666666666666,0.0,16.0,3.591666666666667,3.145786981719367,0.0,0.0,350.0,1.0,PKG4
6190007,4G,Smartphone,MALE,Gampaha,50-60,171,2108.4,27387.0,50.77887725830078,3924.5067653656006,912.905118306478,30.0,811.394361002215,11.0,9.383333333333333,0.0,2.0,5.958333333333333,1.7590275272532656,164.0,41.05,0.0,19.0,8.656140350877193,8.733665578190697,0.0,1.0,1240.0,2.0,PKG1
3750477,4G,Smartphone,MALE,Colombo,60-70,263,818.95,164.0,0.0,86.14898109436035,9.678547298207002,17.0,17.545554062510906,0.0,0.0,0.0,0.0,,0.0,103.0,21.266666666666666,0.0,16.0,6.461458333333334,5.598370868895347,0.0,0.0,,,PKG1
8070888,4G,Smartphone,MALE,Colombo,30-40,188,4093.98,43122.0,167.39994144439697,5216.886847496033,1437.4051021258035,30.0,1168.3360708086666,459.0,89.8,0.0,9.0,51.00555555555555,25.893951626642696,211.0,41.8,0.0,21.0,10.053968253968254,9.793202675643574,0.0,0.0,950.0,1.0,PKG4
6674828,4G,Smartphone,MALE,Colombo,50-60,29,2542.11,4590.0,1.154191017150879,751.0360498428345,153.0143224398295,30.0,212.14710420394275,0.0,0.0,0.0,0.0,,0.0,49.0,22.0,0.0,12.0,4.127777777777778,4.422268044969472,1.0,0.0,250.0,1.0,PKG3
8357435,4G,Smartphone,MALE,Gampaha,40-50,229,1345.85,1029.0,0.0,185.99927616119385,41.16892364501953,25.0,51.38350649503991,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,450.0,2.0,PKG5
6500240,2G,Feature phone,FEMALE,Gampaha,40-50,199,2846.36,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,1.0,PKG5
2267204,4G,Smartphone,FEMALE,Colombo,40-50,158,4100.2,4876.0,9.90461540222168,676.4039011001587,162.54599237442017,30.0,157.00395346827816,0.0,0.0,0.0,0.0,,0.0,106.0,39.1,0.0,3.0,35.50555555555555,10.873998375799207,0.0,0.0,110.0,2.0,PKG7
3949678,4G,Smartphone,MALE,Jaffna,50-60,79,1142.97,8496.0,12.51296329498291,1590.33393573761,283.2294808069865,30.0,321.7908652705857,0.0,0.0,0.0,0.0,,0.0,10.0,4.283333333333333,0.0,5.0,2.09,0.944690242975132,0.0,0.0,,,PKG4
5303121,4G,Smartphone,MALE,Colombo,30-40,94,6122.11,51.0,0.0,34.89331245422363,17.21882438659668,3.0,8.65495774150085,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,450.0,2.0,PKG8
9199488,4G,Smartphone,FEMALE,Anuradhapura,20-30,28,1228.56,24718.0,95.64808464050292,1856.0778064727783,823.9525369326274,30.0,441.1774060342602,0.0,0.0,0.0,0.0,,0.0,256.0,26.73333333333333,0.0,29.0,8.858045977011495,7.996790164648575,0.0,0.0,850.0,3.0,PKG1
2239172,4G,Smartphone,MALE,Ratnapura,30-40,237,4352.05,719.0,1.538487434387207,148.3180980682373,23.9954296429952,30.0,34.96143661310936,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
8760069,4G,Smartphone,MALE,Gampaha,30-40,108,2160.67,18989.0,18.94970226287841,1859.8813247680664,632.9886388460795,30.0,454.3803403546113,0.0,0.0,0.0,0.0,,0.0,261.0,33.25,0.0,24.0,10.910416666666666,9.827618785655485,0.0,0.0,360.0,2.0,PKG3
3099235,4G,Smartphone,FEMALE,Gampaha,40-50,96,600.17,2567.0,0.0,681.0567502975464,106.9751935005188,24.0,167.81391565259418,0.0,0.0,0.0,0.0,,0.0,85.0,18.58333333333333,0.0,14.0,6.135714285714286,4.96456485651657,0.0,1.0,,,PKG1
4386086,4G,Smartphone,FEMALE,Colombo,30-40,9,1539.95,14950.0,1.949959754943848,1525.6320419311523,498.34919459025065,30.0,407.3354716634159,0.0,0.0,0.0,0.0,,0.0,58.0,28.85,0.0,13.0,4.491025641025641,5.430169171269705,0.0,0.0,360.0,2.0,PKG2
3736963,4G,Smartphone,FEMALE,Matale,40-50,170,1914.18,210.0,0.0,63.09346961975098,7.2732494946183825,29.0,13.26573776608404,629.0,136.08333333333334,0.0,13.0,48.41153846153846,33.07894196223628,89.0,47.68333333333333,0.0,16.0,5.604166666666667,8.833617793438991,0.0,0.0,,,PKG2
6135816,4G,Smartphone,FEMALE,Colombo,40-50,209,2147.59,2721.0,2.9673843383789062,536.6329498291016,90.72021312713623,30.0,102.68184128489996,0.0,0.0,0.0,0.0,,0.0,269.0,38.833333333333336,0.0,26.0,10.382692307692308,9.035346034842751,0.0,0.0,,,PKG2
6906083,4G,Smartphone,MALE,Matale,40-50,19,1569.74,9911.0,0.0,1051.8043241500854,353.9849369185312,28.0,339.91341502532896,0.0,0.0,0.0,0.0,,0.0,21.0,4.933333333333334,0.0,11.0,1.9166666666666667,1.3035912915587622,1.0,1.0,,,PKG3
4481672,4G,Smartphone,MALE,Gampaha,20-30,23,3380.47,436.0,0.0,322.4058036804199,87.38417358398438,5.0,89.19394759202348,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1750.0,3.0,PKG3
4170424,4G,Smartphone,FEMALE,Ratnapura,60-70,3,1211.79,6494.0,0.0,1133.0152378082275,223.9469339107645,29.0,309.2579466803216,10.0,10.35,0.0,1.0,10.35,1.889642823392823,24.0,6.5,0.0,8.0,3.0104166666666665,1.6661325772598006,0.0,0.0,350.0,1.0,PKG3
7549659,4G,Smartphone,,Gampaha,,6,2277.59,7822.0,42.77558422088623,776.7623596191406,289.7122216048064,27.0,165.65284520453793,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,350.0,1.0,PKG6
2098612,4G,Smartphone,MALE,Kurunegala,30-40,135,5079.3,55837.0,391.7393159866333,10554.705547332764,1861.2533043543497,30.0,1819.8296103138737,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,360.0,3.0,PKG7
9040071,2G,Basic,MALE,Gampaha,30-40,22,1545.16,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.2666666666666666,0.0,2.0,1.625,0.4605749257164426,0.0,1.0,,,PKG3
4711201,4G,Smartphone,MALE,Gampaha,30-40,52,5282.33,2703.0,0.3592414855957031,364.39088249206543,90.1292319615682,30.0,103.60347451939576,0.0,0.0,0.0,0.0,,0.0,160.0,24.4,0.0,23.0,6.98695652173913,7.301219653531783,0.0,0.0,2950.0,1.0,PKG4
3091722,4G,Smartphone,FEMALE,Colombo,30-40,52,1127.33,15824.0,85.47374248504639,2243.260810852051,527.4878783543904,30.0,450.9098632075837,0.0,0.0,0.0,0.0,,0.0,23.0,5.083333333333333,0.0,13.0,1.8102564102564105,1.4443238971212993,0.0,1.0,310.0,2.0,PKG1
9324037,4G,Smartphone,MALE,Colombo,30-40,44,202.58,14756.0,0.0,3772.472233772278,567.5441198348999,26.0,840.9783530504735,0.0,0.3333333333333333,0.0,2.0,0.2,0.0637824049351095,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,320.0,2.0,PKG5
7014677,4G,Smartphone,MALE,Kalutara,30-40,40,2400.36,11808.0,46.44144630432129,1139.6739864349363,393.61298007965087,30.0,326.26109147076903,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,250.0,2.0,PKG5
7970304,4G,Smartphone,MALE,Galle,30-40,236,3358.4,5089.0,33.26008129119873,556.5775861740112,169.65433022181193,30.0,114.54745953160632,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,210.0,2.0,PKG5
3349088,4G,Smartphone,FEMALE,Matale,40-50,223,3347.23,4973.0,8.802323341369629,697.9633121490479,165.78753312428793,30.0,157.1765747940215,0.0,0.0,0.0,0.0,,0.0,56.0,34.18333333333333,0.0,12.0,4.748611111111111,6.255427502891676,0.0,0.0,360.0,2.0,PKG3
5361367,2G,Basic,MALE,Gampaha,30-40,148,2068.17,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
9203889,4G,Smartphone,MALE,Colombo,20-30,81,1060.32,492.0,0.0,379.7527189254761,164.18425687154135,3.0,70.11345908180498,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG3
